decade,performer,chart_weeks,share_of_decade_weeks
1990s,All-4-One,116,0.002226
1990s,2Pac,116,0.002226
1990s,P.M. Dawn,115,0.002207
1990s,Third Eye Blind,115,0.002207
1990s,Bone Thugs-N-Harmony,113,0.002169
1990s,Bonnie Raitt,113,0.002169
1990s,Hi-Five,113,0.002169
1990s,Montell Jordan,112,0.00215
1990s,Firehouse,112,0.00215
1990s,Goo Goo Dolls,110,0.002111
1990s,Gin Blossoms,110,0.002111
1990s,Deborah Cox,110,0.002111
1990s,Paula Abdul,109,0.002092
1990s,George Michael,109,0.002092
1990s,Faith Hill,108,0.002073
1990s,The Smashing Pumpkins,108,0.002073
1990s,UB40,105,0.002015
1990s,Sting,105,0.002015
1990s,The Notorious B.I.G.,103,0.001977
1990s,Pearl Jam,103,0.001977
1990s,Bell Biv DeVoe,103,0.001977
1990s,John Mellencamp,103,0.001977
1990s,Dixie Chicks,102,0.001958
1990s,John Michael Montgomery,102,0.001958
1990s,Genesis,100,0.001919
1990s,Aaliyah,100,0.001919
1990s,Guns N' Roses,98,0.001881
1990s,Eric Clapton,98,0.001881
1990s,OutKast,98,0.001881
1990s,Heavy D & The Boyz,97,0.001862
1990s,Total,97,0.001862
1990s,Stevie B,96,0.001843
1990s,Next,96,0.001843
1990s,Mint Condition,96,0.001843
1990s,Faith Evans,96,0.001843
1990s,Taylor Dayne,95,0.001823
1990s,Lisa Stansfield,95,0.001823
1990s,Ricky Martin,94,0.001804
1990s,George Strait,94,0.001804
1990s,Kris Kross,92,0.001766
1990s,Prince,92,0.001766
1990s,98 Degrees,92,0.001766
1990s,H-Town,91,0.001747
1990s,Zhane,91,0.001747
1990s,Expose,91,0.001747
1990s,La Bouche,90,0.001727
1990s,Amber,90,0.001727
1990s,Cathy Dennis,90,0.001727
1990s,Red Hot Chili Peppers,90,0.001727
1990s,Natalie Merchant,89,0.001708
1990s,Sophie B. Hawkins,89,0.001708
1990s,Shanice,88,0.001689
1990s,Johnny Gill,87,0.00167
1990s,702,87,0.00167
1990s,Arrested Development,87,0.00167
1990s,Dr. Dre,85,0.001631
1990s,Los Del Rio,85,0.001631
1990s,Blues Traveler,83,0.001593
1990s,JAY-Z,82,0.001574
1990s,Toad The Wet Sprocket,82,0.001574
1990s,Immature,82,0.001574
1990s,Heart,82,0.001574
1990s,Damn Yankees,81,0.001555
1990s,No Mercy,80,0.001536
1990s,Crystal Waters,80,0.001536
1990s,Coolio,79,0.001516
1990s,Alanis Morissette,79,0.001516
1990s,Alan Jackson,79,0.001516
1990s,Prince And The N.P.G.,79,0.001516
1990s,Nelson,79,0.001516
1990s,Lost Boyz,78,0.001497
1990s,Tracie Spencer,78,0.001497
1990s,Annie Lennox,78,0.001497
1990s,Paula Cole,77,0.001478
1990s,Meat Loaf,77,0.001478
1990s,Poison,75,0.00144
1990s,Monifah,74,0.00142
1990s,Motley Crue,74,0.00142
1990s,Kenny G,74,0.00142
1990s,69 Boyz,74,0.00142
1990s,Duran Duran,74,0.00142
1990s,Bush,73,0.001401
1990s,Garbage,73,0.001401
1990s,Warrant,72,0.001382
1990s,Da Brat,72,0.001382
1990s,Snap!,72,0.001382
1990s,Spin Doctors,71,0.001363
1990s,Brownstone,71,0.001363
1990s,Billy Ray Cyrus,70,0.001344
1990s,INXS,70,0.001344
1990s,R. Kelly & Public Announcement,70,0.001344
1990s,Mr. Big,70,0.001344
1990s,Bobby Brown,70,0.001344
1990s,The Tony Rich Project,70,0.001344
1990s,Destiny's Child,70,0.001344
1990s,Brian McKnight,69,0.001324
1990s,The Black Crowes,69,0.001324
1990s,"10,000 Maniacs",69,0.001324
1990s,Ginuwine,69,0.001324
1990s,Bad Company,68,0.001305
1990s,Diana King,68,0.001305
1990s,Cypress Hill,67,0.001286
1990s,C+C Music Factory,67,0.001286
1990s,Jude Cole,67,0.001286
1990s,BLACKstreet,67,0.001286
1990s,Big Mountain,67,0.001286
1990s,Britney Spears,67,0.001286
1990s,Tori Amos,66,0.001267
1990s,The Cover Girls,66,0.001267
1990s,Changing Faces,66,0.001267
1990s,Jon B,66,0.001267
1990s,Bruce Springsteen,65,0.001248
1990s,Everything But The Girl,65,0.001248
1990s,The Cranberries,64,0.001228
1990s,D'Angelo,64,0.001228
1990s,Beck,64,0.001228
1990s,Jo Dee Messina,64,0.001228
1990s,Del Amitri,64,0.001228
1990s,Michael W. Smith,64,0.001228
1990s,Edwin McCain,64,0.001228
1990s,Will Smith,64,0.001228
1990s,Quad City DJ's,62,0.00119
1990s,Bad English,62,0.00119
1990s,Lauryn Hill,61,0.001171
1990s,Jody Watley,61,0.001171
1990s,Michel'le,60,0.001152
1990s,The Cure,59,0.001132
1990s,Busta Rhymes,59,0.001132
1990s,'N Sync,59,0.001132
1990s,Ice Cube,59,0.001132
1990s,Inner Circle,58,0.001113
1990s,Barenaked Ladies,58,0.001113
1990s,Various Artists,58,0.001113
1990s,Aretha Franklin,58,0.001113
1990s,Huey Lewis & The News,58,0.001113
1990s,Dino,58,0.001113
1990s,Sugar Ray,57,0.001094
1990s,The Rembrandts,57,0.001094
1990s,George LaMond,57,0.001094
1990s,Lighter Shade Of Brown,57,0.001094
1990s,K7,56,0.001075
1990s,Better Than Ezra,56,0.001075
1990s,Groove Theory,56,0.001075
1990s,Fun Factory,56,0.001075
1990s,Donna Lewis,56,0.001075
1990s,Clay Walker,56,0.001075
1990s,Van Halen,55,0.001056
1990s,Aaron Hall,55,0.001056
1990s,The Party,55,0.001056
1990s,Duncan Sheik,55,0.001056
1990s,Des'ree,55,0.001056
1990s,Lisa Loeb & Nine Stories,55,0.001056
1990s,Go West,55,0.001056
1990s,Lisette Melendez,54,0.001036
1990s,Nas,54,0.001036
1990s,Kenny Chesney,54,0.001036
1990s,Don Henley,54,0.001036
1990s,Jocelyn Enriquez,54,0.001036
1990s,2 Unlimited,54,0.001036
1990s,Joe,53,0.001017
1990s,Seduction,53,0.001017
1990s,Tesla,53,0.001017
1990s,Slaughter,53,0.001017
1990s,Gerald Levert,53,0.001017
1990s,Brooks & Dunn,53,0.001017
1990s,Tyrese,53,0.001017
1990s,Robin S.,52,0.000998
1990s,Warren G,52,0.000998
1990s,Max-A-Million,52,0.000998
1990s,Lords Of The Underground,52,0.000998
1990s,Anita Baker,52,0.000998
1990s,Robyn,52,0.000998
1990s,Timmy T.,52,0.000998
1990s,Joe Diffie,52,0.000998
1990s,Joshua Kadison,52,0.000998
1990s,Karyn White,52,0.000998
1990s,Black Box,51,0.000979
1990s,The B-52s,51,0.000979
1990s,Soul For Real,51,0.000979
1990s,New Edition,50,0.00096
1990s,Tom Petty,50,0.00096
1990s,Extreme,50,0.00096
1990s,Angelina,50,0.00096
1990s,Solo,50,0.00096
1990s,Eddie Money,49,0.00094
1990s,A Tribe Called Quest,49,0.00094
1990s,Sixpence None The Richer,49,0.00094
1990s,Vanilla Ice,49,0.00094
1990s,Maxi Priest,49,0.00094
1990s,Corina,49,0.00094
1990s,Mark Wills,48,0.000921
1990s,Dishwalla,48,0.000921
1990s,Winger,48,0.000921
1990s,Lil Suzy,48,0.000921
1990s,Queen Latifah,48,0.000921
1990s,New Kids On The Block,48,0.000921
1990s,Ty Herndon,48,0.000921
1990s,Tag Team,48,0.000921
1990s,112,48,0.000921
1990s,Linear,47,0.000902
1990s,Adina Howard,47,0.000902
1990s,Martina McBride,47,0.000902
1990s,House Of Pain,47,0.000902
1990s,Enigma,47,0.000902
1990s,Nirvana,47,0.000902
1990s,Mark Morrison,47,0.000902
1990s,Trisha Yearwood,47,0.000902
1990s,Voices Of Theory,47,0.000902
1990s,Janet,46,0.000883
1990s,Rome,46,0.000883
1990s,Stereo MC's,46,0.000883
1990s,Aaron Neville,46,0.000883
1990s,Shaggy,46,0.000883
1990s,Craig Mack,45,0.000864
1990s,The Rolling Stones,45,0.000864
1990s,Styx,45,0.000864
1990s,Soul Asylum,45,0.000864
1990s,Rick Astley,45,0.000864
1990s,Prince And The New Power Generation,45,0.000864
1990s,Le Click,45,0.000864
1990s,MC Lyte,45,0.000864
1990s,Domino,45,0.000864
1990s,Jesus Jones,45,0.000864
1990s,Rhythm Syndicate,45,0.000864
1990s,Masta Ace Incorporated,44,0.000845
1990s,Corona,44,0.000845
1990s,Chris Isaak,44,0.000845
1990s,Alias,44,0.000845
1990s,The Righteous Brothers,44,0.000845
1990s,Patty Smyth,44,0.000845
1990s,95 South,43,0.000825
1990s,Tom Petty And The Heartbreakers,43,0.000825
1990s,Scorpions,43,0.000825
1990s,Fatboy Slim,43,0.000825
1990s,Maxwell,43,0.000825
1990s,Ralph Tresvant,43,0.000825
1990s,Digital Underground,43,0.000825
1990s,Hanson,42,0.000806
1990s,Donell Jones,42,0.000806
1990s,Gabrielle,42,0.000806
1990s,Little Texas,42,0.000806
1990s,Erasure,42,0.000806
1990s,Sweet Sensation,42,0.000806
1990s,Surface,42,0.000806
1990s,The Verve Pipe,42,0.000806
1990s,Tara Kemp,42,0.000806
1990s,Snow,42,0.000806
1990s,Shaquille O'Neal,42,0.000806
1990s,Das EFX,42,0.000806
1990s,Martin Page,42,0.000806
1990s,Haddaway,42,0.000806
1990s,John Mellencamp With Me'Shell Ndegeocello,42,0.000806
1990s,Gina G,41,0.000787
1990s,Wild Orchid,41,0.000787
1990s,Pebbles,41,0.000787
1990s,Candlebox,41,0.000787
1990s,Sister Hazel,41,0.000787
1990s,The 2 Live Crew,41,0.000787
1990s,Atlantic Starr,41,0.000787
1990s,J'Son,41,0.000787
1990s,Lee Ann Womack,41,0.000787
1990s,Collin Raye,41,0.000787
1990s,Jann Arden,40,0.000768
1990s,Another Bad Creation,40,0.000768
1990s,Meredith Brooks,40,0.000768
1990s,Tina Turner,40,0.000768
1990s,Tamia,40,0.000768
1990s,Crash Test Dummies,40,0.000768
1990s,Ugly Kid Joe,40,0.000768
1990s,Duice,40,0.000768
1990s,Westside Connection,40,0.000768
1990s,Too $hort,39,0.000749
1990s,Tracy Chapman,39,0.000749
1990s,Nine Inch Nails,39,0.000749
1990s,Livin' Joy,39,0.000749
1990s,Londonbeat,39,0.000749
1990s,Wreckx-N-Effect,39,0.000749
1990s,Bette Midler,39,0.000749
1990s,Jeremy Jordan,39,0.000749
1990s,Smash Mouth,39,0.000749
1990s,Dionne Farris,38,0.000729
1990s,Bee Gees,38,0.000729
1990s,Pretenders,38,0.000729
1990s,Coolio Featuring L.V.,38,0.000729
1990s,Sade,38,0.000729
1990s,Candyman,38,0.000729
1990s,Rockell,38,0.000729
1990s,Five,38,0.000729
1990s,Cause And Effect,37,0.00071
1990s,Alannah Myles,37,0.00071
1990s,TKA,37,0.00071
1990s,All Saints,37,0.00071
1990s,Paul Young,37,0.00071
1990s,D.J. Jazzy Jeff & The Fresh Prince,37,0.00071
1990s,EMF,37,0.00071
1990s,Marky Mark & The Funky Bunch,37,0.00071
1990s,Jay-Z Featuring Amil (Of Major Coinz) & Ja,37,0.00071
1990s,Father M.C.,37,0.00071
1990s,Jon Bon Jovi,37,0.00071
1990s,Joe Public,37,0.00071
1990s,Marc Cohn,36,0.000691
1990s,RTZ,36,0.000691
1990s,Creed,36,0.000691
1990s,Young M.C.,36,0.000691
1990s,Jennifer Lopez,36,0.000691
1990s,Fugees,36,0.000691
1990s,Divine,36,0.000691
1990s,Deep Blue Something,36,0.000691
1990s,Merril Bainbridge,36,0.000691
1990s,Keith Sweat Featuring Athena Cage,35,0.000672
1990s,Ini Kamoze,35,0.000672
1990s,Geto Boys,35,0.000672
1990s,She Moves,35,0.000672
1990s,Steelheart,35,0.000672
1990s,Tyler Collins,35,0.000672
1990s,Zapp & Roger,35,0.000672
1990s,Adam Ant,35,0.000672
1990s,The Escape Club,35,0.000672
1990s,Playa,35,0.000672
1990s,Natural Selection,35,0.000672
1990s,Lionel Richie,35,0.000672
1990s,Sneaker Pimps,35,0.000672
1990s,The Pharcyde,35,0.000672
1990s,Az Yet Featuring Peter Cetera,34,0.000653
1990s,Chantay Savage,34,0.000653
1990s,Al B. Sure!,34,0.000653
1990s,Oasis,34,0.000653
1990s,Steve Wariner,34,0.000653
1990s,Everlast,33,0.000633
1990s,Freak Nasty,33,0.000633
1990s,Deee-Lite,33,0.000633
1990s,Billy Idol,33,0.000633
1990s,Tears For Fears,33,0.000633
1990s,Terri Clark,33,0.000633
1990s,The Wilkinsons,33,0.000633
1990s,Tracy Byrd,33,0.000633
1990s,3T,33,0.000633
1990s,U.N.V.,33,0.000633
1990s,Tony Terry,33,0.000633
1990s,Peter Cetera,33,0.000633
1990s,Artie The 1 Man Party,33,0.000633
1990s,Puff Daddy & Faith Evans Featuring 112,33,0.000633
1990s,Aqua,33,0.000633
1990s,N2Deep,33,0.000633
1990s,L.A. Guns,33,0.000633
1990s,Linda Ronstadt (Featuring Aaron Neville),33,0.000633
1990s,The Smithereens,32,0.000614
1990s,Christina Aguilera,32,0.000614
1990s,Shakespear's Sister,32,0.000614
1990s,Shawn Colvin,32,0.000614
1990s,Rappin' 4-Tay,32,0.000614
1990s,Natalie Cole,32,0.000614
1990s,Method Man,32,0.000614
1990s,Reba,32,0.000614
1990s,Randy Travis,32,0.000614
1990s,Joey Lawrence,32,0.000614
1990s,Guy,32,0.000614
1990s,Goodie Mob,32,0.000614
1990s,Faith No More,32,0.000614
1990s,4PM,32,0.000614
1990s,Queen,31,0.000595
1990s,The KLF,31,0.000595
1990s,Ol' Dirty Bastard,31,0.000595
1990s,Onyx,31,0.000595
1990s,Nu Flavor,31,0.000595
1990s,The Offspring,31,0.000595
1990s,Mack 10,31,0.000595
1990s,Troop,31,0.000595
1990s,BLACKstreet (Featuring Dr. Dre),31,0.000595
1990s,Ghost Town DJ's,31,0.000595
1990s,AB Logic,31,0.000595
1990s,3rd Party,31,0.000595
1990s,Fleetwood Mac,31,0.000595
1990s,Billie Myers,31,0.000595
1990s,Gerardo,31,0.000595
1990s,Sir Mix-A-Lot,31,0.000595
1990s,Chumbawamba,31,0.000595
1990s,Yvette Michele,31,0.000595
1990s,Montgomery Gentry,30,0.000576
1990s,Paperboy,30,0.000576
1990s,20 Fingers Featuring Gillette,30,0.000576
1990s,DJ Quik,30,0.000576
1990s,Luke,30,0.000576
1990s,Andy Griggs,30,0.000576
1990s,Calloway,30,0.000576
1990s,Jane Child,30,0.000576
1990s,Technotronic Featuring Ya Kid K,30,0.000576
1990s,Take That,30,0.000576
1990s,KRS-One,30,0.000576
1990s,The Notorious B.I.G. Featuring Puff Daddy & Mase,30,0.000576
1990s,Jon B. Featuring Babyface,30,0.000576
1990s,Robert Palmer,30,0.000576
1990s,Daryl Hall John Oates,30,0.000576
1990s,Snoop Dogg,30,0.000576
1990s,Tom Cochrane,30,0.000576
1990s,Jasmine Guy,30,0.000576
1990s,Sinead O'Connor,30,0.000576
1990s,Blaque,30,0.000576
1990s,The U-Krew,30,0.000576
1990s,Wu-Tang Clan,30,0.000576
1990s,matchbox 20,30,0.000576
1990s,Boy Krazy,29,0.000557
1990s,Elastica,29,0.000557
1990s,No Doubt,29,0.000557
1990s,Chicago,29,0.000557
1990s,The Soup Dragons,29,0.000557
1990s,Jesse Powell,29,0.000557
1990s,The Lemonheads,29,0.000557
1990s,Chad Brock,29,0.000557
1990s,The Outfield,29,0.000557
1990s,Live,29,0.000557
1990s,Nia Peeples,29,0.000557
1990s,Az Yet,29,0.000557
1990s,Lonestar,29,0.000557
1990s,Lisa Loeb,29,0.000557
1990s,Chante Moore,29,0.000557
1990s,Salt-N-Pepa Featuring En Vogue,29,0.000557
1990s,Soul II Soul,29,0.000557
1990s,Journey,29,0.000557
1990s,Public Enemy,29,0.000557
1990s,Richie Rich,28,0.000537
1990s,Portrait,28,0.000537
1990s,Eagle-Eye Cherry,28,0.000537
1990s,Eazy-E,28,0.000537
1990s,Donny Osmond,28,0.000537
1990s,Fastball,28,0.000537
1990s,Regina Belle,28,0.000537
1990s,Lina Santiago,28,0.000537
1990s,Keith Murray,28,0.000537
1990s,Whitney Houston Feat. Faith Evans & Kelly Price,28,0.000537
1990s,2 In A Room,28,0.000537
1990s,Levert,28,0.000537
1990s,Stacy Earl,28,0.000537
1990s,Radiohead,28,0.000537
1990s,Simply Red,28,0.000537
1990s,Tommy Page,28,0.000537
1990s,Marcy Playground,28,0.000537
1990s,Right Said Fred,28,0.000537
1990s,Shabba Ranks,28,0.000537
1990s,Vanessa Williams/Brian McKnight,28,0.000537
1990s,Puff Daddy (Featuring Mase),28,0.000537
1990s,Patti LaBelle,28,0.000537
1990s,112 Featuring The Notorious B.I.G.,28,0.000537
1990s,Davina,28,0.000537
1990s,Tal Bachman,28,0.000537
1990s,Sam Salter,28,0.000537
1990s,Uncle Sam,28,0.000537
1990s,Lord Tariq & Peter Gunz,28,0.000537
1990s,Rozalla,27,0.000518
1990s,Jazzy Jeff & The Fresh Prince,27,0.000518
1990s,"Master P Feat. Fiend, Silkk The Shocker, Mia X & Mystikal",27,0.000518
1990s,The 4 Seasons,27,0.000518
1990s,Deadeye Dick,27,0.000518
1990s,"""Weird Al"" Yankovic",27,0.000518
1990s,Black Sheep,27,0.000518
1990s,Brandy & Monica,27,0.000518
1990s,Skee-Lo,27,0.000518
1990s,Trixter,27,0.000518
1990s,Big Audio,27,0.000518
1990s,Digable Planets,27,0.000518
1990s,KISS,27,0.000518
1990s,US3,27,0.000518
1990s,Deana Carter,27,0.000518
1990s,AC/DC,27,0.000518
1990s,The Prodigy,27,0.000518
1990s,Nicki French,27,0.000518
1990s,M.C. Brains,27,0.000518
1990s,Los Umbrellos,27,0.000518
1990s,Jamie Walters,27,0.000518
1990s,Mariah Carey & Boyz II Men,27,0.000518
1990s,James Ingram,26,0.000499
1990s,Kathy Troccoli,26,0.000499
1990s,Planet Soul,26,0.000499
1990s,Ozzy Osbourne,26,0.000499
1990s,Peter Gabriel,26,0.000499
1990s,PC Quest,26,0.000499
1990s,A'me Lorain,26,0.000499
1990s,Patra,26,0.000499
1990s,4 Non Blondes,26,0.000499
1990s,K.W.S.,26,0.000499
1990s,Ray J,26,0.000499
1990s,Vengaboys,26,0.000499
1990s,Somethin' For The People Featuring Trina & Tamara,26,0.000499
1990s,Charles & Eddie,26,0.000499
1990s,Keith Washington,26,0.000499
1990s,Lisa Fischer,26,0.000499
1990s,Luscious Jackson,26,0.000499
1990s,112 Featuring Lil'z,25,0.00048
1990s,Reba McEntire,25,0.00048
1990s,Jennifer Paige,25,0.00048
1990s,Vince Gill,25,0.00048
1990s,Icy Blu,25,0.00048
1990s,Nice & Smooth,25,0.00048
1990s,The Adventures Of Stevie V,25,0.00048
1990s,Jimmy Cliff,25,0.00048
1990s,Luniz,25,0.00048
1990s,Kym Sims,25,0.00048
1990s,RuPaul,25,0.00048
1990s,Juvenile Featuring Mannie Fresh & Lil' Wayne,25,0.00048
1990s,Allure Featuring 112,25,0.00048
1990s,New Order,25,0.00048
1990s,Trace Adkins,25,0.00048
1990s,Kyper,25,0.00048
1990s,Smooth,25,0.00048
1990s,2Pac Featuring K-Ci And JoJo,24,0.000461
1990s,Cinderella,24,0.000461
1990s,Hole,24,0.000461
1990s,Mase Featuring Total,24,0.000461
1990s,Milli Vanilli,24,0.000461
1990s,Cleopatra,24,0.000461
1990s,Mellow Man Ace,24,0.000461
1990s,Michael Penn,24,0.000461
1990s,Mary Chapin Carpenter,24,0.000461
1990s,Shades,24,0.000461
1990s,Kenny Lattimore,24,0.000461
1990s,Enrique Iglesias,24,0.000461
1990s,Gang Starr,24,0.000461
1990s,Everclear,24,0.000461
1990s,Blink-182,24,0.000461
1990s,Cheap Trick,24,0.000461
1990s,Capleton,24,0.000461
1990s,Barry White,23,0.000441
1990s,B*Witched,23,0.000441
1990s,General Public,23,0.000441
1990s,Peabo Bryson & Regina Belle,23,0.000441
1990s,LFO,23,0.000441
1990s,EPMD,23,0.000441
1990s,Technotronic,23,0.000441
1990s,The Human League,23,0.000441
1990s,Bizarre Inc,23,0.000441
1990s,Oleta Adams,23,0.000441
1990s,Belinda Carlisle,23,0.000441
1990s,Lisa Keith,23,0.000441
1990s,Grand Puba,23,0.000441
1990s,"Nicole Featuring Missy ""Misdemeanor"" Elliott & Mocha",23,0.000441
1990s,Billie Ray Martin,23,0.000441
1990s,Susanna Hoffs,23,0.000441
1990s,Louie Louie,23,0.000441
1990s,Elisa Fiorillo,23,0.000441
1990s,Blind Melon,23,0.000441
1990s,Beastie Boys,23,0.000441
1990s,Republica,23,0.000441
1990s,Nuttin' Nyce,23,0.000441
1990s,Frost,23,0.000441
1990s,Aaron Tippin,23,0.000441
1990s,Brad Paisley,23,0.000441
1990s,Redman,23,0.000441
1990s,Intro,23,0.000441
1990s,Big Punisher Featuring Joe,23,0.000441
1990s,MoKenStef,23,0.000441
1990s,Riff,23,0.000441
1990s,Santana Featuring Rob Thomas,22,0.000422
1990s,Lou Gramm,22,0.000422
1990s,Positive K,22,0.000422
1990s,Public Announcement,22,0.000422
1990s,Saigon Kick,22,0.000422
1990s,Biz Markie,22,0.000422
1990s,Joan Osborne,22,0.000422
1990s,The Beatles,22,0.000422
1990s,Christion,22,0.000422
1990s,Bryan Adams/Rod Stewart/Sting,22,0.000422
1990s,Steve Perry,22,0.000422
1990s,Lo-Key?,22,0.000422
1990s,Curtis Stigers,22,0.000422
1990s,The Blackout Allstars,22,0.000422
1990s,Eric Benet Featuring Tamia,22,0.000422
1990s,Mobb Deep,22,0.000422
1990s,Amy Grant With Vince Gill,21,0.000403
1990s,Paul McCartney,21,0.000403
1990s,Blur,21,0.000403
1990s,Alice Cooper,21,0.000403
1990s,Kid Frost,21,0.000403
1990s,SHeDAISY,21,0.000403
1990s,Tracy Lawrence,21,0.000403
1990s,Pras Michel Feat. Ol' Dirty Bastard & Introducing Mya,21,0.000403
1990s,Faster Pussycat,21,0.000403
1990s,"Lil' Kim Feat. Da Brat, Left Eye, Missy Elliott & Angie Mar",21,0.000403
1990s,Jomanda,21,0.000403
1990s,Crush,21,0.000403
1990s,Myron,21,0.000403
1990s,Mista,21,0.000403
1990s,Scarface,21,0.000403
1990s,Montell Jordan Feat. Master P & Silkk The Shocker,21,0.000403
1990s,Concrete Blonde,21,0.000403
1990s,DNA Featuring Suzanne Vega,21,0.000403
1990s,Whitesnake,21,0.000403
1990s,Puff Daddy & The Family (Feat. The Notorious B.I.G. & Mase),21,0.000403
1990s,Dru Down,21,0.000403
1990s,The Kinleys,21,0.000403
1990s,12 Gauge,21,0.000403
1990s,Brand Nubian,21,0.000403
1990s,Whitney Houston & CeCe Winans,20,0.000384
1990s,Puff Daddy Featuring Jimmy Page,20,0.000384
1990s,Q-Tip,20,0.000384
1990s,Pete Rock & C.L. Smooth,20,0.000384
1990s,The Breeders,20,0.000384
1990s,Spacehog,20,0.000384
1990s,Puff Daddy & The Family Featuring The Notorious B.I.G. & Busta Rh,20,0.000384
1990s,The Storm,20,0.000384
1990s,Wyclef Jean,20,0.000384
1990s,Dru Hill Featuring Redman,20,0.000384
1990s,Dwight Yoakam,20,0.000384
1990s,Wet Wet Wet,20,0.000384
1990s,White Town,20,0.000384
1990s,4.0,20,0.000384
1990s,JD Featuring Jay-Z,20,0.000384
1990s,The Lox [Featuring DMX & Lil' Kim],20,0.000384
1990s,INOJ/LATHUN,20,0.000384
1990s,IV Xample,20,0.000384
1990s,Ice Cube Featuring Das EFX,20,0.000384
1990s,Ice Cube Featuring George Clinton,20,0.000384
1990s,Rednex,20,0.000384
1990s,R. Kelly Featuring Ronald Isley,20,0.000384
1990s,The Mighty Dub Katz,20,0.000384
1990s,The Movement,20,0.000384
1990s,Jay-Z Featuring Foxxy Brown,20,0.000384
1990s,Martina McBride With Jim Brickman,20,0.000384
1990s,Mase,20,0.000384
1990s,Men At Large,20,0.000384
1990s,Method Man Featuring Mary J. Blige,20,0.000384
1990s,Milestone,20,0.000384
1990s,Militia,20,0.000384
1990s,Missjones,20,0.000384
1990s,"Babyface Featuring LL Cool J, Howard Hewett, Jody Watley & Jeffrey Daniels",20,0.000384
1990s,Master P Featuring Pimp C And The Shocker,20,0.000384
1990s,Master P Featuring Sons Of Funk,20,0.000384
1990s,Matthew Sweet,20,0.000384
1990s,Janet Featuring BLACKstreet,20,0.000384
1990s,Jay-Z Featuring BLACKstreet,20,0.000384
1990s,Imani Coppola,20,0.000384
1990s,Immature (Featuring Smooth),20,0.000384
1990s,B.M.U. (Black Men United),20,0.000384
1990s,Mark Chesnutt,20,0.000384
1990s,Marky Mark & The Funky Bunch Featuring Loleatta Holloway,20,0.000384
1990s,DMX Featuring Sheek Of The Lox,20,0.000384
1990s,"Big Daddy Kane Feat. Spinderella, L. Williams & K. Anderson",20,0.000384
1990s,Big Punisher,20,0.000384
1990s,WC From Westside Connection,20,0.000384
1990s,DRS,20,0.000384
1990s,Terry Ellis,20,0.000384
1990s,Meat Puppets,20,0.000384
1990s,JT Money Featuring Sole,20,0.000384
1990s,Ja Rule,20,0.000384
1990s,Amanda Marshall,20,0.000384
1990s,Citizen King,20,0.000384
1990s,Clint Black,20,0.000384
1990s,"Harry Connick, Jr.",20,0.000384
1990s,Daft Punk,20,0.000384
1990s,Maxi Priest Featuring Shaggy,20,0.000384
1990s,Mazzy Star,20,0.000384
1990s,Tim McGraw With Faith Hill,20,0.000384
1990s,Busta Rhymes Featuring Janet,20,0.000384
1990s,Mack 10 & Tha Dogg Pound,20,0.000384
1990s,Mad Lion,20,0.000384
1990s,Magoo And Timbaland,20,0.000384
1990s,Jordan Knight,20,0.000384
1990s,Mo Thugs Family Featuring Bone Thugs-N-Harmony,20,0.000384
1990s,Imajin Featuring Keith Murray,20,0.000384
1990s,Collage,20,0.000384
1990s,The Dove Shack,20,0.000384
1990s,Terror Fabulous Featuring Nadine Sutherland,20,0.000384
1990s,Richard Marx & Donna Lewis,20,0.000384
1990s,Coolio Featuring 40 Thevz,20,0.000384
1990s,Raphael Saadiq,20,0.000384
1990s,MC Luscious,20,0.000384
1990s,MC Lyte Featuring Xscape,20,0.000384
1990s,Celine Dion And Clive Griffin,20,0.000384
1990s,Culture Beat,20,0.000384
1990s,"Brandy, Tamia, Gladys Knight & Chaka Khan",20,0.000384
1990s,II D Extreme,20,0.000384
1990s,Young Black Teenagers,20,0.000384
1990s,Bruce Hornsby,20,0.000384
1990s,Diamond Rio,20,0.000384
1990s,Gravity Kills,20,0.000384
1990s,Great White,20,0.000384
1990s,C+C Music Factory/F. Williams,20,0.000384
1990s,The Flaming Lips,20,0.000384
1990s,The Heights,20,0.000384
1990s,Bill Engvall With Special Guest Travis Tritt,20,0.000384
1990s,Warren G & Nate Dogg,20,0.000384
1990s,Joey McIntyre,20,0.000384
1990s,Celine Dion And Peabo Bryson,20,0.000384
1990s,Luke Featuring No Good But So Good,20,0.000384
1990s,David Crosby & Phil Collins,20,0.000384
1990s,Luther Vandross & Mariah Carey,20,0.000384
1990s,The Outhere Brothers,20,0.000384
1990s,Delinquent Habits,20,0.000384
1990s,George Michael/Elton John,20,0.000384
1990s,Gerald Levert (Duet With Eddie Levert),20,0.000384
1990s,Alabama Featuring 'N Sync,20,0.000384
1990s,Green Jelly,20,0.000384
1990s,Snoop Doggy Dogg,20,0.000384
1990s,Giggles,20,0.000384
1990s,Gina Thompson,20,0.000384
1990s,Mista Grimm,20,0.000384
1990s,Angelica,20,0.000384
1990s,Crucial Conflict,20,0.000384
1990s,Kelly Price,20,0.000384
1990s,Kenny G With Peabo Bryson,20,0.000384
1990s,Junior M.A.F.I.A.,20,0.000384
1990s,Junior M.A.F.I.A. Featuring The Notorious B.I.G.,20,0.000384
1990s,Adam Clayton & Larry Mullen,20,0.000384
